Defibrillator,addressName,longitude,latitude
2018-480,"CALLE de Francisco Chico Mendes 8, 28108, Alcobendas",-4.44644,44.5951
2018-481,"CALLE del Bachiller Alonso López 13, 28100, Alcobendas",-4.463,44.8463
2018-482,"AVDA de Bruselas 19, 28109, Alcobendas",-4.46081,44.6924
2018-163,"AVDA de los Poblados 72, 28044, Madrid",-4.35779,44.0106
2018-180,"CTRA de Barajas ,  Alcobendas",-4.47447,44.7324
2018-257,"CALLE de Agustín de Foxá 31, 28036, Madrid",-4.41975,44.033
2018-315,"PLAZA de Parejas s/n, 28300, Aranjuez",-4.48059,44.2018
2018-317,"AVDA Juan de Borbón y Battenberg  S/N, 28200, San Lorenzo de El Escorial",-4.02863,44.3941
2018-318,"AVDA Juan de Borbón y Battenberg S/N, 28200, San Lorenzo de El Escorial",-4.02863,44.3941
2018-319,"CTRA de M-600 (Guadarrama) ,  Escorial, El",-4.0215,44.9559
2018-330,"AVDA Julián Sánchez 21, 28140, Fuente el Saz de Jarama",-4.56317,44.7703
2018-350,"AVDA de la Industria 28, 28946, Fuenlabrada",-4.3464,44.826
2018-366,"CALLE Estación 2, 28224, Pozuelo de Alarcón",-4.32176,44.7655
2018-367,"CALLE CENTRO ESPACIO OCIO 9,  Pozuelo de Alarcón",-4.31211,44.7924
2018-368,"AVDA Juan XXIII 2, 28224, Pozuelo de Alarcón",-4.31885,44.7861
2018-374,"PASEO de la Vía Verde de la Gasolina 27, 28042, Madrid",-4.49722,44.8351
2018-390,"AVDA del Partenón 5, 28042, Madrid",-4.4774,44.947
2018-391,"AVDA del Partenón 5, 28042, Madrid",-4.4774,44.947
2018-421,"CALLE FARO DE LA MONCLOA 2,  Madrid",-4.38792,44.6547
2018-423,"PASEO de la Chopera 14, 28045, Madrid",-4.40818,44.1543
2018-433,"CMNO de Perales 23, 28041, Madrid",-4.4182,44.8852
2018-443,"PASEO de la Castellana 259, 28046, Madrid",-4.41732,44.0793
2018-447,"CALLE de la Salvia 133, 28109, Alcobendas",-4.46413,44.6688
2018-448,"CALLE de Alberto Palacios 18, 28021, Madrid",-4.39614,44.6439
2018-471,"AVDA del Camino de Santiago 50, 28050, Madrid",-4.43206,44.4323
2018-472,"AVDA del Camino de Santiago 50, 28050, Madrid",-4.43206,44.4323
2018-473,"AVDA del Camino de Santiago 50, 28050, Madrid",-4.43206,44.4323
2018-474,"AVDA del Camino de Santiago 50, 28050, Madrid",-4.43206,44.4323
2018-483,"AVDA Olímpica 14, 28108, Alcobendas",-4.46447,44.7557
2018-494,"PASEO de la Chopera 59, 28100, Alcobendas",-4.45435,44.8254
2018-495,"CALLE de la Felicidad 0, 28100, Alcobendas",-4.44225,44.9038
2018-497,"CALLE Francisco Largo Caballero 0, 28100, Alcobendas",-4.45301,44.9437
2018-498,"CALLE del Nardo 101, 28109, Alcobendas",-4.46028,44.6716
2018-160,"CALLE de Einstein 6, 28760, Tres Cantos",-4.39899,44.3738
2018-161,"CALLE de Torres Quevedo 9, 28760, Tres Cantos",-4.39916,44.3808
2018-162,"CALLE de Torres Quevedo 9, 28760, Tres Cantos",-4.39916,44.3808
2018-167,"CALLE de los Girasoles 10, 28942, Fuenlabrada",-4.29715,44.0487
2018-176,"CALLE de Frascuelo 2, 28043, Madrid",-4.45292,44.8404
2018-178,"CALLE Ruperto Chapí , 28806, Alcalá de Henares",-4.67444,44.2051
2018-179,"CALLE Ruperto Chapí , 28806, Alcalá de Henares",-4.67444,44.2051
2018-205,"CTRA de la Barranca , 28491, Navacerrada",-4.15202,45.0426
2018-206,"CMNO de la Cantueña 12,  Parla",-4.35286,44.5486
2018-209,"PASEO del Río 2, 28223, Pozuelo de Alarcón",-4.31732,44.4967
2018-210,"CTRA de M-501 (Alcorcón-Plasencia) KM55, 28680, San Martín de Valdeiglesias",-3.83118,44.8413
2018-213,"CTRA de la Coruña KM21.8,  Rozas de Madrid, Las",-4.2508,44.5924
2018-227,"CALLE Gaspar Bravo de Sobremonte 3, 28341, Valdemoro",-4.4297,44.732
2018-255,"CALLE de la Virgen de los Rosales 1, 28023, Madrid",-4.3471,44.8401
2018-258,"CALLE de Anabel Segura 7, 28108, Alcobendas",-4.47004,44.727
2018-259,"AVDA de Bruselas 16, 28109, Alcobendas",-4.46099,44.6979
2018-260,"AVDA de Europa 21, 28108, Alcobendas",-4.443,44.4983
2018-261,"CALLE del Poeta Joan Maragall 43, 28020, Madrid",-4.41316,44.9197
2018-262,"CALLE de Juan del Rosal 2, 28040, Madrid",-4.38007,44.8207
2018-290,"CALLE Barco 2, 28222, Majadahonda",-4.37209,44.0142
2018-291,"AVDA de Madrid 35, 28500, Arganda del Rey",-4.60756,44.1746
2018-294,"CALLE de Santa Cruz de Marcenado 33, 28015, Madrid",-4.39444,44.8692
2018-309,"CALLE Cristo 27, 28691, Villanueva de la Cañada",-4.15179,44.8033
2018-343,"CALLE Ciclista David Gea S/N, 28935, Móstoles",-4.24634,44.4383
2018-349,"CALLE de Mesonero Romanos 13, 28004, Madrid",-4.40279,44.4665
2018-171,"CALLE de la Salvia 48, 28109, Alcobendas",-4.46506,44.6821
2018-172,"CALLE de la Salvia 48, 28109, Alcobendas",-4.46506,44.6821
2018-173,"CALLE de la Salvia 48, 28109, Alcobendas",-4.46506,44.6821
2018-174,"CALLE de María Lombillo 5, 28027, Madrid",-4.45891,44.7205
2018-175,"CALLE de María Lombillo 5, 28027, Madrid",-4.45891,44.7205
2018-192,"CTRA M-505 (Madrid) km28,  Escorial, El",-4.04605,44.2542
2018-194,"CTRA M-505 (Madrid) KM28,  Escorial, El",-4.04605,44.2542
2018-195,"CALLE La Cieguita de Getafe , 28907, Getafe",-4.37093,44.2918
2018-196,"CALLE La Cieguita de Getafe 0, 28907, Getafe",-4.37093,44.2918
2018-197,"CALLE La Cieguita de Getafe , 28907, Getafe",-4.37093,44.2918
2018-198,"CTRA de la Coruña KM21.8,  Rozas de Madrid, Las",-4.2508,44.5924
2018-200,"CALLE PARQUE DE BOMBEROS DE LOZOYUELA km68,  Lozoyuela-Navas-Sieteiglesias",-4.47213,45.1609
2018-202,"CALLE PARQUE DE BMBEROS DE LOZOYUELA KM68,  Lozoyuela-Navas-Sieteiglesias",-4.47213,45.1609
2018-203,"CTRA de la Barranca , 28491, Navacerrada",-4.15202,45.0426
2018-229,"CALLE Camino Pinares Llanos , 28670, Villaviciosa de Odón",-4.22959,44.6988
2018-292,"CALLE del Madre Rosa Blanco 3, 28041, Madrid",-4.40504,44.9336
2018-293,"CALLE Zeus , 28880, Meco",-4.73297,44.6861
2018-295,"CALLE de Juan Mieg 3, 28054, Madrid",-4.37967,44.9264
2018-296,"CALLE de Zurbarán 9, 28010, Madrid",-4.41097,44.5689
2018-297,"CALLE de la Castellana 259, 28032, Madrid",-4.41732,44.0793
2018-298,"CALLE de la Isla Graciosa 3, 28703, San Sebastián de los Reyes",-4.47609,44.9389
2018-311,"CALLE de Bailén s/n,  Madrid",-4.39411,44.4483
2018-312,"PLAZA de la Encarnación 1, 28013, Madrid",-4.69644,44.459
2018-313,"PLAZA de las Descalzas S/N, 28013, Madrid",-4.40094,44.443
2018-314,"CALLE de Manuel Alonso S/N, 28048, Madrid",-4.34195,44.5837
2018-321,"CALLE de la Salvia 1, 28760, Tres Cantos",-4.39791,44.5013
2018-322,"SECT Islas 26, 28760, Tres Cantos",-4.40551,44.3763
2018-323,"PLAZA del Ayuntamiento 1, 28760, Tres Cantos",-4.39765,44.4499
2018-324,"AVDA de los Montes 1, 28790, Tres Cantos",-4.39184,44.5935
2018-325,"AVDA de los Labradores 26, 28760, Tres Cantos",-4.40669,44.4685
2018-339,"PASEO del General Martínez Campos 31, 28010, Madrid",-4.41145,44.6298
2018-358,"PLAZA Padre Vallet S/N, 28223, Pozuelo de Alarcón",-4.60862,44.6384
2018-168,"CALLE las Lilas 0, 28933, Móstoles",-4.2672,44.5801
2018-169,"CALLE Belvis del Jarama 8, 28806, Alcalá de Henares",-4.6941,44.2482
2018-230,"CALLE Camino Pinares Llanos , 28670, Villaviciosa de Odón",-4.22959,44.6988
2018-265,"CALLE de la Salud 3, 28013, Madrid",-4.40273,44.4469
2018-266,"CALLE de Fermín Caballero 62, 28034, Madrid",-4.53606,44.6466
2018-272,"AVDA Parque de Asturias s/n, 28523, Rivas-Vaciamadrid",-4.53237,44.8267
2018-302,"CALLE de Rodríguez Marín 57, 28002, Madrid",-4.42427,44.7879
2018-303,"CALLE de Rodríguez Marín 57, 28002, Madrid",-4.42427,44.7879
2018-304,"CALLE Chile 1, 28290, Rozas de Madrid, Las",-4.24217,44.8549
2018-305,"CALLE de Atocha 106, 28012, Madrid",-4.41051,44.3505
2018-308,"AVDA Teresa de Calcuta s/n, 28903, Getafe",-4.39315,44.3978
2018-340,"CALLE Solano 3, 28223, Pozuelo de Alarcón",-4.32811,44.3846
2018-361,"CALLE Volturno 2, 28223, Pozuelo de Alarcón",-4.32315,44.3333
2018-364,"CALLE San Rafael 2, 28224, Pozuelo de Alarcón",-4.32066,44.7517
2018-365,"AVDA Juan XXIII 10, 28224, Pozuelo de Alarcón",-4.3136,44.747
2018-379,"CALLE de Mérida 27, 28030, Madrid",-4.46264,44.3153
2018-380,"CALLE de Guadalajara 2, 28042, Madrid",-4.4721,44.4395
2018-382,"CALLE de Darwin 3, 28049, Madrid",-4.41557,44.8425
2018-386,"CALLE de Ana de Austria 111, 28050, Madrid",-4.44597,44.3526
2018-387,"CALLE de Cebreiro , 28050, Madrid",-4.43897,44.3948
2018-388,"CALLE de Cordel de Pavones 2, 28032, Madrid",-4.47584,44.2646
2018-393,"AVDA del Partenón 5, 28042, Madrid",-4.4774,44.947
2018-394,"AVDA del Partenón 5, 28042, Madrid",-4.47747,44.9468
2018-395,"AVDA del Partenón 5, 28042, Madrid",-4.4774,44.947
2018-396,"AVDA del Partenón 5, 28042, Madrid",-4.4774,44.947
2018-397,"AVDA del Partenón 5, 28042, Madrid",-4.4774,44.947
2018-204,"CTRA de la Barranca , 28491, Navacerrada",-4.15202,45.0426
2018-306,"CALLE Hoces del Duratón S/N, 28706, San Sebastián de los Reyes",-4.50662,44.4738
2018-332,"CALLE de Alcántara 26, 28006, Madrid",-4.42855,44.5479
2018-333,"CALLE de Alcántara 26, 28006, Madrid",-4.42855,44.5479
2018-334,"PASEO de la Habana 138, 28036, Madrid",-4.42241,44.8756
2018-335,"AVDA del Partenón 4, 28042, Madrid",-4.47563,44.9341
2018-352,"CALLE del Mar Mediterráneo 14, 28830, San Fernando de Henares",-4.57556,44.8407
2018-371,"AVDA de la Peseta 8, 28054, Madrid",-4.35014,44.8871
2018-372,"CALLE de Maqueda 2, 28024, Madrid",-4.35042,44.1838
2018-373,"PASEO de la Alameda de Osuna 60, 28042, Madrid",-4.49624,44.8465
2018-385,"CALLE Lanzarote 19, 28703, San Sebastián de los Reyes",-4.47634,44.0012
2018-392,"AVDA del Partenón 5, 28042, Madrid",-4.4774,44.947
2018-399,"AVDA del Partenón 5, 28042, Madrid",-4.4774,44.947
2018-401,"AVDA del Partenón 5, 28042, Madrid",-4.4774,44.947
2018-402,"AVDA del Partenón 5, 28042, Madrid",-4.4774,44.947
2018-403,"AVDA del Partenón 5, 28042, Madrid",-4.4774,44.947
2018-404,"AVDA del Partenón 5, 28042, Madrid",-4.4774,44.947
2018-415,"CALLE del Conde Duque 9-11, 28015, Madrid",-4.39724,44.5437
2018-417,"CALLE del Cenicero 8, 28014, Madrid",-4.41169,44.3538
2018-422,"PLAZA de Colón 4, 28046, Madrid",-4.41492,44.5163
2018-426,"CALLE del Viso 15, 28590, Villarejo de Salvanés",-4.75965,44.639
2018-437,"CALLE de Alcalá 47, 28014, Madrid",-4.40979,44.4519
2018-438,"AVDA Central 31, 28042, Madrid",-4.50797,44.8527
2018-439,"CALLE del Marqués de la Ensenada 8, 28004, Madrid",-4.41224,44.5066
2018-440,"CALLE de Trafalgar 27, 28010, Madrid",-4.40493,44.612
2018-441,"PASEO de la Castellana 259, 28046, Madrid",-4.41732,44.0793
2018-442,"CALLE de Barquillo 5, 28004, Madrid",-4.40979,44.4543
2018-164,"CALLE de Campezo 3, 28022, Madrid",-4.50634,44.7585
2018-267,"CALLE CASA DE LAS ASOCIACIONES. EN EL VESTÍBULO AL LADO DE CONSERJERIA s/n,  Rivas-Vaciamadrid",-4.53269,44.8863
2018-268,"CALLE de la Fundición 1, 28523, Rivas-Vaciamadrid",-4.53798,44.7361
2018-310,"CALLE de Bailén s/n,  Madrid",-4.39411,44.4483
2018-326,"AVDA de la Vega , 28760, Tres Cantos",-4.4036,44.5958
2018-327,"AVDA de los Labradores 13, 28760, Tres Cantos",-4.40237,44.4696
2018-328,"PLAZA del Ayuntamiento , 28760, Tres Cantos",-4.39826,44.4505
2018-329,"AVDA de los Labradores 24, 28760, Tres Cantos",-4.40294,44.4591
2018-341,"CALLE de Santa Rita 10, 28002, Madrid",-4.43368,44.7383
2018-347,"CALLE Gran Vía 25, 28013, Madrid",-4.40427,44.4599
2018-409,"CALLE Mayor 27, 28013, Madrid",-4.39983,44.4151
2018-411,"PLAZA de Cibeles 1, 28014, Madrid",-4.41281,44.4489
2018-412,"PLAZA de Cibeles 1, 28014, Madrid",-4.41281,44.4489
2018-413,"PLAZA de Cibeles 1, 28014, Madrid",-4.41281,44.4489
2018-434,"CALLE de las Eras 39, 28690, Brunete",-4.14999,44.2849
2018-435,"CALLE de Santa Rafaela María del Sagrado Corazón 112, 28053, Madrid",-4.42854,44.9992
2018-436,"PASEO del General Martínez Campos 6, 28010, Madrid",-4.40809,44.6255
2018-449,"AVDA Universidad 30, 28911, Leganés",-4.34849,44.4869
2018-458,"CALLE Planeta Urano 15-17, 28983, Parla",-4.3538,44.2643
2018-460,"CALLE de Gaztambide 65, 28015, Madrid",-4.39318,44.6562
2018-462,"CALLE de La Revoltosa 17, 28031, Madrid",-4.47349,44.9747
2018-475,"AVDA de la Magia 4, 28100, Alcobendas",-4.44346,44.9174
2018-477,"AVDA de Miguel de Cervantes 4, 28100, Alcobendas",-4.4507,44.9131
2018-478,"CALLE del Olivar 5, 28100, Alcobendas",-4.45118,44.8702
2018-484,"CALLE de la Libertad 9, 28100, Alcobendas",-4.4626,44.7938
2018-485,"CALLE de Mariano Sebastián Izuel 9, 28100, Alcobendas",-4.46602,44.7986
2018-486,"CALLE de la Libertad 6, 28100, Alcobendas",-4.4626,44.7938
2018-487,"CALLE de Blas de Otero 4, 28100, Alcobendas",-4.45572,44.8793
2018-488,"CALLE de Daoíz 11, 28100, Alcobendas",-4.45623,44.8276
2018-489,"CALLE de Orense 7, 28100, Alcobendas",-4.46085,44.8108
2018-490,"CALLE de Salamanca 39, 28100, Alcobendas",-4.466,44.8029
2018-492,"PLAZA Mayor 1, 28100, Alcobendas",-4.45675,44.8713
2018-493,"CALLE de Méndez Álvaro 20, 28045, Madrid",-4.41462,44.2846
2018-533,"CALLE EN RECEPCIÓN 17,  Madrid",-4.40991,44.4648
2018-544,"CALLE de Alcalá (Alalpardo) 4, 28130, Valdeolmos-Alalpardo",-4.59835,44.7658
2018-545,"CALLE de Alcalá (Alalpardo) 25, 28130, Valdeolmos-Alalpardo",-4.60066,44.7363
2018-552,"CALLE Rincón de las Eras 1, 28400, Collado Villalba",-4.14373,44.8846
2018-555,"CALLE Vista Bella 5, 28200, San Lorenzo de El Escorial",-4.03858,44.4691
2018-558,"CALLE CAMPO DE FÚTBOL LA HERRERÍA. BOTIQUÍN EDIFICIO SERVICIOS ,  San Lorenzo de El Escorial",-4.01935,44.318
2018-561,"PLAZA de la Constitución 3, 28200, San Lorenzo de El Escorial",-4.0278,44.4039
2018-563,"CALLE Floridablanca 3, 28200, San Lorenzo de El Escorial",-4.0293,44.3951
2018-564,"CALLE Juan de Toledo 27, 28200, San Lorenzo de El Escorial",-4.0363,44.4565
2018-572,"CALLE del Marqués de Mondéjar 25, 28028, Madrid",-4.43588,44.5464
2018-573,"CALLE de Trafalgar 11, 28010, Madrid",-4.40567,44.5889
2018-587,"AVDA de la Hispanidad , 28042, Madrid",-4.51534,44.9851
2018-588,"AVDA de la Hispanidad , 28042, Madrid",-4.51534,44.9851
2018-589,"AVDA de la Hispanidad , 28042, Madrid",-4.51534,44.9851
2018-590,"AVDA de la Hispanidad , 28042, Madrid",-4.51534,44.9851
2018-602,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-603,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-625,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.49721,44.2599
2018-626,"AVDA de la Hispanidad S(N, 28042, Madrid",-4.49721,44.2599
2018-627,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.49721,44.2599
2018-629,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.49721,44.2599
2018-640,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.49721,44.2599
2018-641,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.49721,44.2599
2018-664,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-680,"PASEO Monte de la Villa 0, 28670, Villaviciosa de Odón",-4.20295,44.9181
2018-682,"AVDA EN SALA DE CURAS. JUNTO MÓDULO D 2, 28922, Alcorcón",-4.28504,44.5907
2018-683,"CALLE Morales Antuñano 9, 28400, Collado Villalba",-4.14647,44.798
2018-703,"CALLE Villamalea 1, 28805, Alcalá de Henares",-4.69701,44.4173
2018-704,"CALLE del General Ricardos 177, 28025, Madrid",-4.37495,44.0771
2018-717,"CALLE Rozabella 6, 28290, Rozas de Madrid, Las",-4.24359,44.8018
2018-732,"CALLE Getafe S/N, 28981, Parla",-4.34345,44.5054
2018-733,"CALLE de Alcántara 5, 28006, Madrid",-4.42814,44.5294
2018-734,"CALLE de José Ortega y Gasset 56, 28006, Madrid",-4.42617,44.568
2018-735,"CALLE de Valverde de los Arroyos 6, 28944, Fuenlabrada",-4.31708,44.8527
2018-542,"AVDA del Prado del Espino 2, 28660, Boadilla del Monte",-4.27838,44.2065
2018-543,"CALLE Diego de Velázquez 5, 28223, Pozuelo de Alarcón",-4.33073,44.2457
2018-549,"AVDA de América 41, 28002, Madrid",-4.43179,44.6879
2018-554,"CALLE del Rey 43, 28200, San Lorenzo de El Escorial",-4.03117,44.3991
2018-591,"AVDA de la Hispanidad , 28042, Madrid",-4.51534,44.9851
2018-592,"AVDA de la Hispanidad , 28042, Madrid",-4.51434,44.9851
2018-593,"AVDA de la Hispanidad , 28042, Madrid",-4.51534,44.9851
2018-594,"AVDA de la Hispanidad , 28042, Madrid",-4.51534,44.9851
2018-595,"AVDA de la Hispanidad , 28042, Madrid",-4.51534,44.9851
2018-596,"AVDA de la Hispanidad , 28042, Madrid",-4.51534,44.9851
2018-597,"AVDA de la Hispanidad , 28042, Madrid",-4.51534,44.9851
2018-598,"AVDA de la Hispanidad , 28042, Madrid",-4.51534,44.9851
2018-615,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-616,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-617,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-618,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-619,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-624,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.49721,44.2599
2018-630,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.49721,44.2599
2018-631,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.49721,44.2599
2018-632,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.49721,44.2599
2018-663,"AVDA de la Hispanidad , 28042, Madrid",-4.49721,44.2599
2018-669,"AVDA de Pablo Iglesias 3, 28922, Alcorcón",-4.28585,44.5883
2018-675,"AVDA Lisboa 0,  Alcorcón",-4.60553,44.6771
2018-676,"AVDA de las Ciudades 31, 28903, Getafe",-4.3926,44.2828
2018-690,"PASEO de la Castellana 95, 28046, Madrid",-4.41343,44.8122
2018-705,"CALLE de los Embajadores 32, 28012, Madrid",-4.40141,44.3391
2018-706,"CMNO de Torrejón de Velasco 3, 28977, Casarrubuelos",-4.29417,44.7231
2018-719,"PASEO de la República Dominicana 11, 28983, Parla",-4.36043,44.3805
2018-720,"AVDA de Daroca 60, 28017, Madrid",-4.44645,44.5598
2018-722,"CALLE de Alonso Cano 18, 28003, Madrid",-4.4084,44.671
2018-743,"CALLE de Serrano Jover 3, 28015, Madrid",-4.39381,44.5698
2018-747,"CALLE EN RECEPCIÓN 33,  Madrid",-4.43277,44.1289
2018-765,"CALLE de Jerte 10, 28005, Madrid",-4.39283,44.3614
2018-782,"CALLE HALL DE ENTRADA AL HOTEL, RECEPCIÓN 87,  Madrid",-4.41062,44.8895
2018-783,"CALLE Gran Vía 70, 28013, Madrid",-4.39816,44.4922
2018-784,"CALLE del Galeón 27, 28042, Madrid",-4.50618,44.8836
2018-799,"AVDA de San Luis 25, 28033, Madrid",-4.44346,44.0085
2018-801,"AVDA de América 115,  Madrid",-4.48923,44.8037
2018-808,"PLAZA de Pablo Ruiz Picasso 1, 28020, Madrid",-4.43765,44.5008
2018-809,"CALLE de la Castellana 156, 28032, Madrid",-4.41531,44.8645
2018-813,"AVDA del Ensanche de Vallecas 44, 28051, Madrid",-4.48339,44.8746
2018-814,"CALLE de Benamejí 102, 28053, Madrid",-4.43365,44.0022
2018-532,"CALLE Río Almanzora 5, 28906, Getafe",-4.39908,44.7912
2018-538,"CALLE Zorzales 11, 28300, Aranjuez",-4.47881,44.1229
2018-566,"CALLE de Génova 6, 28004, Madrid",-4.41029,44.5401
2018-599,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-600,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-601,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-606,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-607,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-608,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-609,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-620,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-621,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.51534,44.9851
2018-622,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.49721,44.2599
2018-623,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.49721,44.2599
2018-646,"AVDA de la Hispanidad S/N, 28042, Madrid",-4.49721,44.2599
2018-677,"AVDA de Guadalajara 69, 28032, Madrid",-4.47685,44.4637
2018-679,"CALLE de Grecia 0, 28943, Fuenlabrada",-4.31641,44.9336
2018-714,"CALLE del Doctor Esquerdo 64-66,  Madrid",-4.43029,44.3961
2018-729,"CALLE de Ángel Nieto 4, 28660, Boadilla del Monte",-4.25132,44.4311
2018-730,"CALLE de Francisco Chico Mendes 8, 28108, Alcobendas",-4.44637,44.5955
2018-731,"CALLE de Gobelas 23, 28023, Madrid",-4.30323,44.0502
2018-750,"AVDA de Ahones 11, 28043, Madrid",-4.45703,44.8315
2018-751,"CALLE de Benimamet 117, 28021, Madrid",-4.41846,44.6187
2018-758,"AVDA de los Abogados de Atocha 20, 28330, San Martín de la Vega",-4.51793,44.1759
2018-759,"CALLE de Panamá s/n, 28036, Madrid",-4.42304,44.4398
2018-764,"CALLE Severo Ochoa 1, 28814, Daganzo de Arriba",-4.60741,44.744
2018-766,"AVDA Camarmilla S/N, 28806, Alcalá de Henares",-4.67611,44.1956
2018-767,"AVDA Camarmilla S/N, 28806, Alcalá de Henares",-4.67611,44.1956
2018-776,"CALLE de Beatriz de Bobadilla 3, 28040, Madrid",-4.39397,44.767
2018-777,"CALLE de Beatriz de Bobadilla 3, 28040, Madrid",-4.39397,44.767
2018-778,"CALLE de Beatriz de Bobadilla 3, 28040, Madrid",-4.39397,44.767
2018-820,"CALLE Puerto de Navacerrada , 28939, Arroyomolinos",-4.21345,44.1488
2018-839,"PASEO de la Finca 1, 28223, Pozuelo de Alarcón",-4.32202,44.4202
2018-849,"CALLE de Aragón 402, 28002, Madrid",-4.53349,44.7514
2018-850,"CALLE de Aragón 402, 28002, Madrid",-4.53349,44.7514
2018-499,"CALLE de Jaén 77, 28100, Alcobendas",-4.45757,44.9139
2018-500,"CALLE de Miraflores 18, 28100, Alcobendas",-4.45916,44.8661
2018-501,"AVDA de España 0, 28100, Alcobendas",-4.45463,44.836
2018-502,"CALLE de Tarragona 61, 28100, Alcobendas",-4.45648,44.9187
2018-516,"CALLE de la Argenta 4, 28037, Madrid",-4.47771,44.4807
2018-517,"AVDA de Séneca 18, 28040, Madrid",-4.3773,44.6256
2018-528,"AVDA de los Montes de Oca 4, 28703, San Sebastián de los Reyes",-4.47788,44.9324
2018-671,"CALLE de Anabel Segura 11, 28108, Alcobendas",-4.46932,44.7143
2018-674,"CALLE de Isaac Newton S/N, 28760, Tres Cantos",-4.40181,44.3537
2018-702,"CALLE de San Martín 2, 28680, San Martín de Valdeiglesias",-3.80931,44.9187
2018-710,"CALLE de José Lázaro Galdiano 6, 28036, Madrid",-4.41806,44.8768
2018-713,"CALLE de Francisco del Pino 32, 28021, Madrid",-4.41247,44.9661
2018-770,"CALLE de Francisco Gervas 1, 28108, Alcobendas",-4.44888,44.6736
2018-771,"CALLE de Camarena 181, 28047, Madrid",-4.35946,44.1118
2018-779,"CTRA de Campo Real 2, 28500, Arganda del Rey",-4.59724,44.3183
2018-806,"CALLE de Arturo Soria 12, 28027, Madrid",-4.4584,44.6695
2018-852,"AVDA de Aragón 402, 28022, Madrid",-4.53349,44.7514
2018-853,"AVDA de Aragón 402, 28022, Madrid",-4.53349,44.7514
2018-854,"CALLE de Aragón 402, 28002, Madrid",-4.53349,44.7514
2018-855,"AVDA de Aragón 402, 28022, Madrid",-4.53349,44.7514
