,identifier,name,equipment,teaching,typeAccessibility,knowsAbout,locality,same_as_wikidata_locality,province,same_as_wikidata_province,postalCode,neighborhood,same_as_wikidata_neighborhood,district,same_as_wikidata_district,latitude,longitude,telephone,faxNumber,email,titularity,laborDay,schedule,extraUses,otherUses,yardCategory,yardNumber,accessibilityComment,directAccess,otherAccess,wcAccessibles,shade,furniture,services,surface,conservationState,greenZonesProximity,facilitiesProximity,observations,bus,renfe,same_as_wikidata_renfe,metro,same_as_wikidata_metro,streetAddress
27,5101,Colegio público bolivia,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=6d2aa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28011,Lucero,https://wikidata.org/entity/Q31162,Latina,https://wikidata.org/entity/Q794954,436374,4473273,914 649 989,914 649 989,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Centro de día cruz roja 16:00-20:00,,III,3,Si,Si,,No,No,"Canastas, porterías",Fuente (no funciona),"2187,15",,,,,"36 , 39 , 65",,https://wikidata.org/entity/Q858684,Batán,https://wikidata.org/entity/Q2059269,Calle villavaliente 29
28,5102,Colegio público bravo murillo,"Comedor, transporte, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b24aa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28035,Peñagrande,https://wikidata.org/entity/Q3319582,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,439142,4481343,917 385 793,917 385 793,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,"Centro abierto, navidad y semana santa 7:30-17:00",II,2,Si,Si (c/ fermín caballero),,No,Si,"Bancos, arenero",Alumbrado,"1093,70 + 389,07",Mejorable (suelos levantados y falta de seguridad),,,Patio principal con pista deportiva ,"49 , 64 , 67 , 83 , 124 , 133 , 127",,https://wikidata.org/entity/Q858684,Avenida de la Ilustración,https://wikidata.org/entity/Q2482086,Calle islas cies 11
29,5103,Colegio público breogán,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=085aa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28029,La Paz,https://wikidata.org/entity/Q5869740,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,440459,4480763,917 304 040,917 396 184,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,2,Si,Si,,Si,No,"Canastas, porterías, bancos",No,"1474,87",Aceptable (necesita reparaciones en una pista y la valla),,,Tiene pistas deportivas.,"42 , 147",,https://wikidata.org/entity/Q858684,Barrio del Pilar,https://wikidata.org/entity/Q2463533,Calle ginzo de limia 2
30,5104,Colegio público calderón de la barca,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria -  enseñanza Bilingüe -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=5d6aa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28042,Timón,https://wikidata.org/entity/Q10382570,Barajas,https://wikidata.org/entity/Q807230,450492,4480168,917 472 465,917 473 130,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-20:00,"Servicios extraescolares ampa 16:00-17:10h; programa ""quedamos al salir de clase "" 16:00-20:00h; baloncesto y balonmano (en planificación) 16:00-18:15h",I,2,Si (patio principal),Si (patio principal c/ aguetol),,Si,Si (no da medidas),"Porterías, canastas, mesas ping-pong","Alumbrado, fuente","1925,41929",Bueno (en la actualidad obras en el jardín),Parque rabbit (650m),"Instalación deportiva básica (260m), centro cultural villa de barajas (650m)",,"105 , 115",,https://wikidata.org/entity/Q858684,Barajas,https://wikidata.org/entity/Q2474414,Calle calderon 2
31,5105,Colegio público camilo josé cela,"Comedor, transporte, horario ampliado, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a28aa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28029,La Paz,https://wikidata.org/entity/Q5869740,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,440612,4481001,917 392 424,913 781 507,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,3,Si,Si (c/ melchor fdz almagro),,No,Si,"Porterías, canastas, toboganes, mesas pingpong",Fuentes,"1867,56",Mejorable,,,,147,,https://wikidata.org/entity/Q858684,Barrio del Pilar,https://wikidata.org/entity/Q2463533,Calle melchor ferdez almagro 22
32,5107,Colegio público capitán cortés,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=f79aa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28025,Puerta Bonita,https://wikidata.org/entity/Q3813762,Carabanchel,https://wikidata.org/entity/Q1001991,436944,4470302,91 462 86 62,91 461 91 30,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-19:30,,II,2,Si,Si (un patio),Entrada principal del centro,Si,Porches,"Porterías, canastas",No,"817,97",Regular (necesita repintado y patio interior en mal estado),,,,"34 , 108",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle monseñor oscar romero 17
33,5108,Colegio público cardenal herrera oria,"Comedor, transporte, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria -  enseñanza Bilingüe -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4daaa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28034,El Pilar,https://wikidata.org/entity/Q3773964,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,439732,4481568,913 781 613,913 785 711,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,I,3,Si,Si (c/ esquivias),C/ fermín caballero,Si,"Porches cubiertos (25 y 40m²), arbolado","Porterías, canastas, columpios, bancos",Alumbrado débil,"1541,1","Bueno (patio), muro de contención en muy mal estado",,,Participa actualmente de 'patios abiertos'. ,"67 , 83 , 124 , 127 , 133",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle fermin caballero 68
34,5110,Colegio público carlos sáinz de los terreros,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=92caa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28018,Palomeras Sureste,https://wikidata.org/entity/Q10343901,Puente de Vallecas,https://wikidata.org/entity/Q2003054,445870,4470873,917 783 885,917 774 420,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,5,Si (algunas barreras),Si (c/ cartama y c/ benalmadena),,Si,No,"Canastas, porterías, bancos",No,"2514,33 + 1084,26 + 772,90",Actualmente en obras,"Parque lineal de palomeras (10m), parque de la paloma (450m)",Biblioteca miguel herdez (400m),,"54 , 58 , 103 , 142 , 143 , 144",,https://wikidata.org/entity/Q858684,Miguel Hernández,https://wikidata.org/entity/Q2479837,Calle cartama 1
35,5111,Colegio público carlos v,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e7daa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28027,San Pascual,https://wikidata.org/entity/Q165612,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444499,4476494,914 041 481,914 052 705,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,,,III,2,,Si,,No,No,,No,"2005,8521",,"Parque el calero (180m), parque de las avenidas (650m)","Instalacion deportiva (180m), polideportivo la concepcion (700m)",,"21 , 48 , 146",,https://wikidata.org/entity/Q858684,Barrio de la Concepción,https://wikidata.org/entity/Q2696985,Calle virgen del val 3
36,5112,Colegio público carmen cabezuelo,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3deaa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28037,Simancas,https://wikidata.org/entity/Q10371626,San Blas,https://wikidata.org/entity/Q2001937,446661,4475688,913 040 117,913 040 117,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,Extraescolares de ampa y junta,III,1,No,Si,,No,No,"Porterías, canastas, columpios",No,"1955,428",Mejorable (deteriorado),,,,"4 , 28 , 38 , 70",,https://wikidata.org/entity/Q858684,García Noblejas,https://wikidata.org/entity/Q2480917,Calle cangas de onis 7
37,5792204,Colegio público carmen laforet,,Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=12cf00444dcca210vgnvcm2000000c205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28032,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,Vicálvaro,https://wikidata.org/entity/Q589403,449172,4472403,917 760 141,917 604 734,Cp.carmenlaforet.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,2,Si,Si (c/ titanio),C/ omega,No,Si,"Porterías, canastas",Fuente,"5026,09",Bueno,Parque lineal de valderribas (450m),,,"100, 106",,https://wikidata.org/entity/Q858684,Puerta de Arganda,https://wikidata.org/entity/Q2059170,Calle titanio 16
38,5115,Colegio público cervantes,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=820ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28003,Ríos Rosas,https://wikidata.org/entity/Q10366270,Chamberí,https://wikidata.org/entity/Q1763370,440376,4477566,915 330 837,915 330 837,,Ayuntamiento,Lunes-viernes partida,9:00-12:30 y 14:30-16:00,Actividades extraescolares 16:00-17:00,,III,1,Si,No,,No,No,"Canasta, fuente ornamental",No,296,Bueno,Parque santander (550m),"Biblioteca ruiz egea (0m), centro juvenil chamberí (0m), centro cultural jose de esproceda (350m), instalaciones deportivas canal (550m)",Patio interior sin acceso desde la calle,"3 , 37 , 45 , 64 , 66 , 69 , 124 ,128 , 149 , f",,https://wikidata.org/entity/Q858684,Cuatro Caminos,https://wikidata.org/entity/Q2420839,Calle raimundo ferdez villaverde 4
39,5116,Colegio público ciudad de badajoz,"Comedor, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=d71ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28024,Las Águilas,https://wikidata.org/entity/Q5971372,Latina,https://wikidata.org/entity/Q794954,433888,4470669,917 065 611,917 107 103,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,2,Si,Si,,No,No,"Canastas, areneros, juegos infantiles, portería, bancos, mesas",No,"965,49 + 565,22",,,,,17,,https://wikidata.org/entity/Q858684,Aviación Española,https://wikidata.org/entity/Q2482246,Calle fray jose cerdeiriña 51
40,5117,Colegio público ciudad de córdoba,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=2d2ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28041,Los Ángeles,https://wikidata.org/entity/Q390462,Villaverde,https://wikidata.org/entity/Q919536,440769,4468229,913 172 417 - 606 873 006,913 179 827,Cp.ciudaddecordoba.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,II,2,Si,Si (c/ lillo),,Si,Si,"Porterías, zonas de tierra",No,"2378,80 + 1280,63",Necesita reforma,,,,"18 , 22 , 59 , 76 , 79 , 85 , 86 , 116",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle lillo 1
41,5118,Colegio público ciudad de guadalajara,"Comedor, transporte, horario ampliado",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=724ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28042,Alameda de Osuna,https://wikidata.org/entity/Q760737,Barajas,https://wikidata.org/entity/Q807230,450528,4479070,917 470 938,917 472 064,,Ayuntamiento,Lunes-viernes,7:30-16:00 horario ampliado,Actividades extraescolares 16:00-18:00,,I,3,Si (c/ rioja),"Si (c/ rioja, los otros cierran por dentro)",,Si,Porche (50m²),Columpios,"Alumbrado, fuentes","3061,75011",Bueno,Parque mariluz nájera (200m),Cdm barajas (950m),,"105, 112, 114, 115, 151",,https://wikidata.org/entity/Q858684,Alameda de Osuna,https://wikidata.org/entity/Q2403543,Calle bergantin 13
42,5119,Colegio público ciudad de jaén,"Comedor, transporte, integración (preferentemente motóricos), horario ampliado, planes de mejora -convenio con el british council",Enseñanza: educación infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=c75ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28041,Orcasur,https://wikidata.org/entity/Q10341270,Usera,https://wikidata.org/entity/Q953368,440468,4469348,913 174 313 - 913 171 644,913 171 644,Cp.ciudaddejaen.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,,,II,1,Si,Si,,Si,No,,No,"6870,49",,,,,"18, 22, 59, 76, 78, 79, 81, 116, 121",,https://wikidata.org/entity/Q858684,Hospital 12 de Octubre,https://wikidata.org/entity/Q929500,Calle madre rosa blanco 3
43,5120,Colegio público ciudad de los ángeles,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=1d6ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28041,Los Ángeles,https://wikidata.org/entity/Q390462,Villaverde,https://wikidata.org/entity/Q919536,441002,4467672,917 954 993,915 050 434,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:15-18:30,,I,3,Si,Si,,Si,No,"Porterías, canastas","Alumbrado, fuentes","4675,66",Mejorable (suelo se levanta y encharca),,,Patio continuo en varias áreas con edificios entre medias,"18 , 22 , 59 , 79 , 85 , 86 , 116",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle la alegria de la huerta 6
44,5121,Colegio público ciudad de roma,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=628ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28007,Estrella,https://wikidata.org/entity/Q3773738,Retiro,https://wikidata.org/entity/Q2002296,443564,4474129,915 743 897,915 041 695,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-21:00,Centro de día infantil,II,3,Si,Si,,Si,Si,"Porterías, columpios, bancos","Alumbrado, fuentes","6198,42",Bueno,Parque de roma (0m),"Centro deportivo m86 (60m), centro municipal de mayores (230m)",,"15 , 30 , 143, 156, 202, 215",,https://wikidata.org/entity/Q858684,Sainz de Baranda,https://wikidata.org/entity/Q2004752,Calle juan esplandiu 2
45,5122,Colegio público ciudad de valencia,"Comedor, transporte, horario ampliado",Enseñanza: educación infantil - primaria,2,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b79ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28007,Santa Eugenia,https://wikidata.org/entity/Q390463,Villa de Vallecas,https://wikidata.org/entity/Q1947988,448699,4470694,913 310 805,913 312 548,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,3,Si,Si,,No,2 porches,"Columpios, canastas, porterías",No,"14694,68",Bueno,"Pinar de santa eugenia (0m), parque santa eugenia (750m)","Cdm cerro almodóvar (350m), centro cultural zazuar (550m)",,"58 , 63 , 145",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Avenida mediterraneo 91
46,5123,Colegio público ciudad de zaragoza,"Comedor, transporte, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0daba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28042,Alameda de Osuna,https://wikidata.org/entity/Q760737,Barajas,https://wikidata.org/entity/Q807230,449875,4479016,913 293 756 - 917 477 420,917 477 420,,Ayuntamiento,Lunes-viernes continua,9:00-15:00,Actividades extraescolares 16:00-22:00,,II,4,Si,Si (6 accesos a 3 calles),,Si,Si (no da medidas),"Porterías, canastas, columpios, bancos","Alumbrado, fuentes","7539,06347",Mejorable,"Parque juan carlos i (230m), jardín de el capricho (600m)",Centro cultural gloria fuertes (230m),,"105 , 112 , 115 , 151",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle manuel aguilar muñoz 1
47,5124,Colegio público ciudad pegaso,"Comedor, transporte, horario ampliado",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=52cba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28022,Rejas,https://wikidata.org/entity/Q10359029,San Blas,https://wikidata.org/entity/Q2001937,449287,4477571,917 412 017,917 436 218,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,I,3,Si,Si (av séptima),,Si,Porche,"Porterías, canastas",No,"3897,621",Mejorable (necesita múltiples intervenciones),,,,"77 , 89 , 101 , 114 , 115",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Avenida septima 12
