Column,pk,name,equipment,teaching,typeAccessibility,contentURL,locality,province,postalCode,neighborhood,district,coordX,coordY,phone,fax,email,titularity,laborDay,schedule,extraUses,otherUses,yardCategory,yardNumber,accessibilityComment,directAccess,otherAccess,wcAccessibles,shade,furniture,services,surface,conservationState,greenZonesProximity,facilitiesProximity,observations,bus,renfe,metro,address
33,5108,Colegio público cardenal herrera oria,"Comedor, transporte, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria -  enseñanza biling&amp;uuml;e -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4daaa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28034,El Pilar,Fuencarral-El Pardo,439732,4481568,913 781 613,913 785 711,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,I,3,Si,Si (c/ esquivias),C/ fermín caballero,Si,"Porches cubiertos (25 y 40m²), arbolado","Porterías, canastas, columpios, bancos",Alumbrado débil,"1541,1","Bueno (patio), muro de contención en muy mal estado",Nan,Nan,Participa actualmente de 'patios abiertos'. ," 67 , 83 , 124 , 127 , 133",Nan,Nan,Calle fermin caballero 68
34,5110,Colegio público carlos sáinz de los terreros,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=92caa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28018,Palomeras Sureste,Puente De Vallecas,445870,4470873,917 783 885,917 774 420,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Ii,5,Si (algunas barreras),Si (c/ cartama y c/ benalmadena),-,"Si, patio perales",No,"Canastas, porterías, bancos",No,"2514,33 + 1084,26 + 772,90",Actualmente en obras,"Parque lineal de palomeras (10m), parque de la paloma (450m)",Biblioteca miguel hernandez (400m),Nan," 54 , 58 , 103 , 142 , 143 , 144",Nan,Miguel hernández,Calle cartama 1
35,5111,Colegio público carlos v,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e7daa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28027,San Pascual,Ciudad Lineal,444499,4476494,914 041 481,914 052 705,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,-,-,Iii,2,-,Si,-,No,No,-,No,"2005,8521",-,"Parque el calero (180m), parque de las avenidas (650m)","Instalacion deportiva (180m), polideportivo la concepcion (700m)",Nan," 21 , 48 , 146",Nan,Barrio de la concepción,Calle virgen del val 3
36,5112,Colegio público carmen cabezuelo,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3deaa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28037,Simancas,San Blas-Canillejas,446661,4475688,913 040 117,913 040 117,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,Extraescolares de ampa y junta,Iii,1,No,Si,Nan,No,No,"Porterías, canastas, columpios",No,"1955,428",Mejorable (deteriorado),Nan,Nan,Nan," 4 , 28 , 38 , 70",Nan,García noblejas,Calle cangas de onis 7
37,5792204,Colegio público carmen laforet,Nan,Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=12cf00444dcca210vgnvcm2000000c205a0arcrd,Madrid,Madrid,28032,Casco H.Vicalvaro,Vicalvaro,449172,4472403,917 760 141,917 604 734,Cp.carmenlaforet.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Iii,2,Si,Si (c/ titanio),C/ omega,No,Si,"Porterías, canastas",Fuente,"5026,09",Bueno,Parque lineal de valderribas (450m),-,Nan,"100, 106",Nan, puerta de arganda,Calle titanio 16
38,5115,Colegio público cervantes,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=820ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28003,Rios Rosas,Chamberi,440376,4477566,915 330 837,915 330 837,Nan,Ayuntamiento,Lunes-viernes partida,9:00-12:30 y 14:30-16:00,Actividades extraescolares 16:00-17:00,-,Iii,1,Si,No,-,No,No,"Canasta, fuente ornamental",No,296,Bueno,Parque santander (550m),"Biblioteca ruiz egea (0m), centro juvenil chamberí (0m), centro cultural jose de esproceda (350m), instalaciones deportivas canal (550m)",Patio interior sin acceso desde la calle," 3 , 37 , 45 , 64 , 66 , 69 , 124 ,128 , 149 , f",Nan,Cuatro caminos,Calle raimundo fernandez villaverde 4
39,5116,Colegio público ciudad de badajoz,"Comedor, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=d71ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28024,Las Aguilas,Latina,433888,4470669,917 065 611,917 107 103,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Iii,2,Si,Si,-,No,No,"Canastas, areneros, juegos infantiles, portería, bancos, mesas",No,"965,49 + 565,22",-,Nan,Nan,Nan,17,Nan,Aviación española,Calle fray jose cerdeiriña 51
40,5117,Colegio público ciudad de córdoba,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=2d2ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28041,Los Angeles,Villaverde,440769,4468229,913 172 417 - 606 873 006,913 179 827,Cp.ciudaddecordoba.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Ii,2,Si,Si (c/ lillo),-,Si,Si,"Porterías, zonas de tierra",No,"2378,80 + 1280,63",Necesita reforma,Nan,Nan,Nan," 18 , 22 , 59 , 76 , 79 , 85 , 86 , 116 ,",Nan,Nan,Calle lillo 1
41,5118,Colegio público ciudad de guadalajara,"Comedor, transporte, horario ampliado",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=724ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28042,Alameda De Osuna,Barajas,450528,4479070,917 470 938,917 472 064,Nan,Ayuntamiento,Lunes-viernes,7:30-16:00 horario ampliado,Actividades extraescolares 16:00-18:00,-,I,3,Si (c/ rioja),"Si (c/ rioja, los otros cierran por dentro)",-,Si,Porche (50m²),Columpios,"Alumbrado, fuentes","3061,75011",Bueno,Parque mariluz nájera (200m),Cdm barajas (950m),Nan," 105, 112, 114, 115, 151",Nan,Alameda de osuna,Calle bergantin 13
42,5119,Colegio público ciudad de jaén,"Comedor, transporte, integración (preferentemente motóricos), horario ampliado, planes de mejora -convenio con el british council",Enseñanza: educación infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=c75ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28041,Orcasur,Usera,440468,4469348,913 174 313 - 913 171 644,913 171 644,Cp.ciudaddejaen.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,-,-,Ii,1,Si,Si,-,Si,No,-,No,"6870,49",-,Nan,Nan,Nan,"18, 22, 59, 76, 78, 79, 81, 116, 121",Nan, hospital 12 de octubre,Calle madre rosa blanco 3
43,5120,Colegio público ciudad de los ángeles,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=1d6ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28041,Los Angeles,Villaverde,441002,4467672,917 954 993,915 050 434,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:15-18:30,-,I,3,Si,Si,-,Si,No,"Porterías, canastas","Alumbrado, fuentes","4675,66",Mejorable (suelo se levanta y encharca),Nan,Nan,Patio continuo en varias áreas con edificios entre medias," 18 , 22 , 59 , 79 , 85 , 86 , 116",Nan,Nan,Calle la alegria de la huerta 6
44,5121,Colegio público ciudad de roma,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=628ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28007,Estrella,Retiro,443564,4474129,915 743 897,915 041 695,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-21:00,Centro de día infantil,Ii,3,Si,Si,-,Si,Si,"Porterías, columpios, bancos","Alumbrado, fuentes","6198,42",Bueno,Parque de roma (0m),"Centro deportivo m86 (60m), centro municipal de mayores (230m)",Nan," 15 , 30 , 143, 156, 202, 215",Nan,Sainz de baranda,Calle juan esplandiu 2
45,5122,Colegio público ciudad de valencia,"Comedor, transporte, horario ampliado",Enseñanza: educación infantil - primaria,2,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b79ba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28007,Santa Eugenia,Villa De Vallecas,448699,4470694,913 310 805,913 312 548,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Iii,3,Si,Si,-,No,2 porches,"Columpios, canastas, porterías",No,"14694,68",Bueno,"Pinar de santa eugenia (0m), parque santa eugenia (750m)","Cdm cerro almodóvar (350m), centro cultural zazuar (550m)",Nan," 58 , 63 , 145",Nan,Nan,Avenida mediterraneo 91
46,5123,Colegio público ciudad de zaragoza,"Comedor, transporte, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0daba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28042,Alameda De Osuna,Barajas,449875,4479016,913 293 756 - 917 477 420,917 477 420,Nan,Ayuntamiento,Lunes-viernes continua,9:00-15:00,Actividades extraescolares 16:00-22:00,-,Ii,4 (6 pistas deportivas),Si,Si (6 accesos a 3 calles),-,Si,Si (no da medidas),"Porterías, canastas, columpios, bancos","Alumbrado, fuentes","7539,06347",Mejorable,"Parque juan carlos i (230m), jardín de el capricho (600m)",Centro cultural gloria fuertes (230m),Nan," 105 , 112 , 115 , 151",Nan,Nan,Calle manuel aguilar muñoz 1
47,5124,Colegio público ciudad pegaso,"Comedor, transporte, horario ampliado",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=52cba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28022,Rejas,San Blas-Canillejas,449287,4477571,917 412 017,917 436 218,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Nan,I,3,Si,Si (av séptima),Nan,Si,Porche,"Porterías, canastas",No,"3897,621",Mejorable (necesita múltiples intervenciones),Nan,Nan,Nan," 77 , 89 , 101 , 114 , 115",Nan,Nan,Avenida septima 12
48,5125,Colegio público claudio moyano,"Comedor, horario ampliado, planes de mejora, integración preferente (trastornos generales del desarrollo)",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a7dba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28003,Vallehermoso,Chamberi,439883,4476721,915 335 718,915 335 718,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Deporte extraescolar 16:00-18:00,-,I,2,Si,Si,-,Si, si (porche),"Porterías, canastas","Alumbrado, fuente","1229,14",Bueno,"Plaza teniente de alcalde pérez pillado (220m), parque enrique herreros (290m), parque santander (300m)","Instalaciones deportivas canal (300m), cdm vallehermoso (400m), casa de cultura y participación chamberí (450m)",Nan," 2 , 12 , 202",Nan,"Canal , islas filipinas",Calle cea bermudez 26
49,5277,Colegio público complejo escolar príncipe felipe,"Comedor, transporte, horario ampliado",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=8ff6a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28029,La Paz,Fuencarral-El Pardo,440583,4481296,913 146 819,913 232 548,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Nan,Iii,2,Si (no todo el patio),Si (av. monforte de lemos),-,No,Porche,"Porterías, canastas, bancos",Fuente,"1208,49 + 1692,75",Mejorable ,Parque norte,Polideportivo vicente del bosque,Nan," 49 , 83 , 128 , 132 , 134 , 137",Nan,Barrio del pilar,Avenida monforte de lemos 24
50,5127,Colegio público concepción arenal,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=fceba3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28019,Comillas,Carabanchel,439323,4472124,915 652 702 / 628 470 651,915 650 097,Cp.concepcionarenal.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Iii,1,No (escaleras),Si (c/ antonio lópez),-,Si,Porche (15x3m),"Porterías, canastas, tobogán","Alumbrado, fuentes (estropeadas)","1932,51","Regular (desgastado, falta sombra)",Madrid río,Biblioteca ana mª matute y pistas deportivas,Nan," 23 , 34 , 35 , 118 , 119",Nan,Marqués de vadillo,Calle antonio lopez 1
51,5128,Colegio público concha espina,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=420ca3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28018,Palomeras Sureste,Puente De Vallecas,445343,4470775,917 781 461,917 772 584,Nan,Ayuntamiento,Lunes-viernes continua,9:00-15:30,Actividades extraescolares 15:30-17:30,Centro de atención a refugiados (fines de semana),Ii,3,Si,Si (c/ gerardo diego),-,"Si, en un patio",Porche (60m²) y zona techada (40m²),"Columpios, porterías, canastas",Fuente,"2611,6796",Actualmente en obras,"Parque de la paloma (110m), parque lineal de palomeras (600m)",Biblioteca miguel hernández (60m),Nan," 54 , 58 , 103 , 142 , 143 , 144",Nan,Miguel hernandez,Calle gerardo diego 6
52,5129,Colegio público conde de romanones,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=971ca3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28027,Quintana,Ciudad Lineal,445523,4476514,913 673 655 - 914 080 947,914 080 947,Nan,Ayuntamiento,Lunes-viernes continua,9:00-14:00,Actividades extraescolares 16:00-18:00,Servicios sociales 16:00-19:30,Iii,2,No,Si,"C/ elfo, c/ sambara",Si,Porches (rotos),"Porterias, canastas, columpios, bancos",No,"938,06",Bueno,Parque pablo raez (900m),"Biblioteca ciudad lineal (600m), centro cultural principe de asturias (600m), polideportivo la concepcion (900m)",Nan," 21, 38, 48,  109, 146",Nan,"El carmen, quintana",Calle elfo 143
53,6149062,Colegio público cortes de cádiz,Nan,Enseñanzas: segundo ciclo de educación infantil - primaria -  enseñanza biling&amp;uuml;e -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=34cee4f2de891310vgnvcm2000000c205a0arcrd,Madrid,Madrid,28050,Valdefuentes,Hortaleza,444413,4483344,911 727 223,911 720 746,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-18:00,Campamentos de alumnos del centro,Ii,3,Si,Si (av. isabel de valois),-,Si,"Porche, toldos, arbolado en perímetro","Porterías, canastas, columpios","Alumbrado (desde colegio), fuentes","3415,17",Bueno,Nan,Nan,Nan," 172, 173",Nan,Nan,Avenida niceto alcala zamora 48
54,5131,Colegio público costa rica,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=ec2ca3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28047,Aluche,Latina,435834,4470820,917 171 601,917 171 601,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Iii,2,Si,Si,-,No,Techado en infantil,"Canastas, porterías, postes de voleibol, columpios",Fuente,"7641,82",-,Nan,Nan,Nan,"17 , 121 , 131 , 138", aluche,Aluche,Calle camarena 247
55,5132,Colegio público cristóbal colón,"Transporte, comedor, horario ampliado, planes de mejora, integración preferente (trastornos generales del desarrollo)",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=324ca3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28041,San Andres,Villaverde,440041,4466883,917 973 312,917 973 312,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Centro de día cruz roja 16:00-21:00 lunes-viernes,-,I,1,Si,Si,-,Si,Si (60m²),"Porterías, canastas, columpios, bancos",Alumbrado,"2034,97",Regular,Nan,Nan,Nan,"22 , 76 , 86 , 130 , 131", puente alcocer,Nan,Carretera carabanchel a villaverde 109
56,5133,Colegio público cuba,"Comedor, horario ampliado, transporte, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=875ca3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28024,Aluche,Latina,435382,4471888,915 187 564,915 180 170,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,Proyecto de tratamiento de dificultades de aprendizaje,I,1,Si,Si,-,Si,No,"Canastas, arenero, columpio, caseta, juegos pintados en el suelo",No,"2986,57",Mejorable,Nan,Nan,Nan," 25 , 121 , 131 , 138",Nan,"Campamento , empalme",Calle tembleque 58
57,5134,Colegio público dámaso alonso,"Horario ampliado, transporte, comedor, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=dc6ca3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28021,San Andres,Villaverde,439791,4466407,917 970 620,917 970 620,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Emilia del,-,Iii,1,Si,Si (av. espinela),No,No,Arbolado escaso,Canastas,"Alumbrado, fuente","245,07",Regular (se generan charcos),Parque plata y castañar,"Centro cultural ágata, polideportivo plata y castañar",Nan," 22 , 79 , 86 , 130 , 131",Nan,Nan,Avenida espinela 1
58,5135,Colegio público daniel vázquez díaz,"Comedor, horario ampliado, planes de mejora, integración preferente (trastornos generales del desarrollo)",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=228ca3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28039,Valdezarza,Moncloa-Aravaca,439552,4479590,914 505 842,913 117 764,Nan,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-17:00,"Actividades de conciliación familiar, social y laboral 7:30-20:00",Ii,2,Si,Si,Nan,Si,Si (330 m²),Canastas,Fuente,"729,30 + 744,27 + 767,81",Nan,Regular (grietas y desniveles en el suelo),"Parque de valdeacederas (350m), dehesa de la villa (600m)","Cdm fernando martín (600m), cdm ciudad de los poetas (700m)"," 126 ,127 , 128 , 132",Nan,Valdezarza,Calle armenteros 46
59,5096,Colegio público de practicas asunción rincón,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=28d9a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28003,Vallehermoso,Chamberi,439704,4476829,915 542 118,915 345 120,Nan,Comunidad,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Ii,4,Si,Si,-,Si,Si (en un patio),"Canastas, porterías, bancos",Fuentes (2patios),"652,2",Mejorable (suelos levantados),"Parque santander (300m), parque enrique herreros (750m), parque san juan crisostomo (850m)","Cdm vallehermoso (170m), instalaciones deportivas canal (300m), casa de cultura y participación chamberi (800m)","Varios patios, uno con acceso a calle. "," 2 , 12 , 202",Nan,Islas filipinas,Avenida filipinas 5
