Num_Inscripcion,Razon_Social,Tipo_Via,Calle,Numero,Aproximacion,Cod_Postal,Poblacion,CIF,Fecha_Registro,Primer_Tlfn,Email,Internet,Distrito,Barrio,Categoria,Ambito,Num_Socios,NumInscripcion_Fed_Vinculada,RazonSocial_Fed_Vinculada
857,CENTRO JUVENIL ATOCHA,RONDA,ATOCHA,27,,28012,MADRID,G28783793,02/11/1992,915062100,cjatocha@valdoco.org,http://www.cjatocha.es,ARGANZUELA,PALOS DE MOGUER,JUVENILES,MUNICIPIO,398,2100,FEDERACION DE CENTROS JUVENILES VALDOCO
854,ASOCIACION CULTURAL Y DEPORTIVA TAJAMAR,CALLE,PIO FELIPE,12,,28038,MADRID,G80463680,22/10/1992,914772500,lelejalde@tajamar.es,,PUENTE VALLECAS,NUMANCIA,CULTURALES Y CASAS REGIONALES,MUNICIPIO,966,,
853,ASOCIACION DE VECINOS PLAZA DEL HIDROGENO,CALLE,SAN FRANCISCO EL GRANDE,19,,28026,MADRID,G79768743,23/09/1992,,,,USERA,PRADOLONGO,VECINALES,COMUNIDAD DE MADRID,640,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
85,ASOCIACION DE VECINOS DE ALUCHE,CALLE,QUERO,69,BAJO,28024,MADRID,G78610946,17/03/1988,695951784,avaaluche@gmail.com,,LATINA,ALUCHE,VECINALES,BARRIO,847,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
849,ASOCIACION CULTURAL CANDELA,CALLE,CACERES,48,4º C ESCALERA IZQ.,28045,MADRID,G79364105,18/08/1992,666979099,candela@nodo50.org,http://www.asociacioncandela.org,ARGANZUELA,CHOPERA,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,20,,
847,ASOCIACION DE VECINOS LA NUEVA ELIPA,CALLE,SANTA FELICIDAD,29,,28017,MADRID,G78168663,15/07/1992,912333048,nuevaelipa@hotmail.com,,CIUDAD LINEAL,VENTAS,VECINALES,BARRIO,600,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
845,ASOCIACION DE VECINOS CRUZ DEL RAYO,CALLE,GALLARZA,3,,28002,MADRID,G86216033,31/07/1992,915612404,,,CHAMARTIN,EL VISO,VECINALES,BARRIO,40,,
841,ASOCIACION DE VECINOS AMISTAD COLONIA SAN LUCIANO,CALLE,SAN LUCIANO,11,(BODEGA),28041,MADRID,G80131329,30/06/1992,913171497,juliantesolarriba@gmail.com,,VILLAVERDE,LOS ANGELES,VECINALES,BARRIO,100,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
840,ASOCIACION DE VECINOS LA MERCED DEL BARRIO DE QUINTANA,CALLE,ELFO,132,,28027,MADRID,G78013646,25/06/1992,914077714,quintana.av@gmail.com,,CIUDAD LINEAL,QUINTANA,VECINALES,BARRIO,130,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
838,ASOCIACION VECINAL CORNISA DE LA PROMOCION PUBLICA CORNISA DE ORCASITAS,CALLE,CRISTO DE LEPANTO,9,,28026,MADRID,G78956158,09/07/1992,699221812,cornisa@cornisa.org,http://www.cornisa.org,USERA,ALMENDRALES,VECINALES,ESTATAL,300,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
837,ASOCIACION DE PROMOCION COMUNITARIA PAN BENDITO,CALLE,CARCASTILLO,33,LOCAL BAJO,28025,MADRID,G28964674,19/06/1992,914654238,panben@panben.org,http://www.panben.org,CARABANCHEL,PUERTA BONITA,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,5,,
834,ASOCIACION CULTURAL ROSARIO BATAN,PASEO,EXTREMADURA,248,BAJO,28011,MADRID,G80458029,27/05/1992,914647630,,,LATINA,,CULTURALES Y CASAS REGIONALES,BARRIO,137,,
831,ASOCIACION JUBILADOS  Y PENSIONISTAS FUENTE DE LA TEJA,CALLE,DOCTOR CASAL,9,BJ,28008,MADRID,G28700896,15/06/1992,915471757,,,MONCLOA-ARAVACA,CASA DE CAMPO,DE PERSONAS MAYORES. JUBILADAS Y PENSIONISTAS,COMUNIDAD DE MADRID,217,,
830,ASOCIACION SCOUT ALAMOS-260,CALLE,FUENTE DEL PAVO,,S/N,28042,MADRID,G79780185,09/06/1992,600803825,alamos260@gmail.com,,BARAJAS,ALAMEDA DE OSUNA,JUVENILES,COMUNIDAD DE MADRID,94,1608,ASDE EXPLORADORES DE MADRID
830,ASOCIACION SCOUT ALAMOS-260,CALLE,FUENTE DEL PAVO,,S/N,28042,MADRID,G79780185,09/06/1992,600803825,alamos260@gmail.com,,BARAJAS,ALAMEDA DE OSUNA,JUVENILES,COMUNIDAD DE MADRID,94,2354,FEDERACION MADRILEÑA DE ESCULTISMO (F.M.E.)
825,ASOCIACION DE SORDOS DE MADRID,PASEO,SANTA MARIA DE LA CABEZA,37,,28045,MADRID,G28449262,03/04/1992,914680265,asormadrid@asormadrid.org,http://www.asormadrid.org	,ARGANZUELA,PALOS DE MOGUER,DE PERSONAS CON DISCAPACIDAD,MUNICIPIO,514,,
822,ASOCIACION DE MUJERES NOSOTRAS MISMAS-CHAMBERI,CALLE,SAN BERNARDO,120,1º IZQ. C,28015,MADRID,G80351141,24/04/1992,914424991,contacta@nosotrasmismas.org,http://www.nosotrasmismas.org,CHAMBERI,TRAFALGAR,DE MUJERES,MUNICIPIO,350,2945,FEDERACION  DE ASOCIACIONES DE MUJERES DE LA COMUNIDAD DE MADRID-FAMCM
818,ASOCIACION DE PADRES DE ALUMNOS DEL COLEGIO PUBLICO MANUEL DE FALLA,AVENIDA,REAL DE PINTO,27,,28021,MADRID,G78071495,27/03/1992,917971448,ampamfalla@hotmail.com,,VILLAVERDE,VILLAVERDE ALTO C.H.,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,44,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
814,ASOCIACION JUVENIL DEPORTIVO CULTURAL LA MANCHA,PLAZA,CAMPO DE CRIPTANA,,3,28026,MADRID,G80287808,09/04/1992,687742365,jose.antonio.camunas@gmail.com,,USERA,ALMENDRALES,DEPORTIVAS,MUNICIPIO,2300,,
812,ASOCIACION JUVENIL PAN BENDITO,CALLE,CARCASTILLO,29,BAJO,28025,MADRID,G28708279,02/04/1992,915255602,panben@panben.org,http://www.panben.org	,CARABANCHEL,PUERTA BONITA,JUVENILES,BARRIO,5,,
81,ASOCIACION DE VECINOS DE LA CHIMENEA,CALLE,HERMENEGILDO BIELSA,S/N,S/N (SOPORTALES),28026,MADRID,G28702801,23/02/1988,914756475,informacionavlachimenea@gmail.com,http://avlachimenea.com,USERA,,OTRAS DE ACCIÓN SOCIAL,BARRIO,450,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
809,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO PUBLICO MENENDEZ PELAYO,CALLE,MENDEZ ALVARO,16,,28045,MADRID,G79305280,25/02/1992,699967033,ampaceipmenendezpelayo@gmail.com,http://apamenendezpelayo.wordpress.com,ARGANZUELA,PALOS DE MOGUER,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,191,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
808,ASOCIACION DE VECINOS BARRIADA DE VIRGEN DEL PUERTO,CALLE,JUAN DUQUE,32,BAJO B,28005,MADRID,G80162746,27/03/1992,913645404,,,ARGANZUELA,IMPERIAL,VECINALES,MUNICIPIO,354,1583,FEDERACION INDEPENDIENTE DE ASOCIACIONES DE VECINOS DE LA COMUNIDAD DE MADRID - FIAVECAM
805,ASOCIACION DE PADRES DE ALUMNOS COLEGIO EL CARMELO TERESIANO,CALLE,NUÑOMORAL,1,,28044,MADRID,G28911154,10/03/1992,917052427,ampa@carmeloteresiano.com,http://www.apacarmeloteresiano.esy.es,LATINA,LAS AGUILAS,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,679,775,FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA
803,ASOCIACION DE VECINOS POLIGONO H DE SAN BLAS,PLAZA,IGNACIO UGALDE,5,,28037,MADRID,G79736583,16/03/1992,913205199,avpoligonohsanblas@yahoo.es,http://www.poligonohsanblas.com,SAN BLAS-CANILLEJAS,HELLIN,VECINALES,BARRIO,616,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
802,ASOCIACION SAN ANTONIO MARIA CLARET TERCERA EDAD,CALLE,CORAZON DE MARIA,1,,28002,MADRID,G78300639,18/02/1992,914163540,,,CHAMARTIN,PROSPERIDAD,DE PERSONAS MAYORES. JUBILADAS Y PENSIONISTAS,BARRIO,50,2354,FEDERACION MADRILEÑA DE ESCULTISMO (F.M.E.)
800,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO PUBLICO LORENZO LUZURIAGA,CALLE,VALENCIA DE DON JUAN,,19,28034,MADRID,G79858783,14/02/1992,647905116,contacto@ampalorenzoluzuriaga.com,http://ampalorenzoluzuriaga.com,FUENCARRAL-EL PARDO,,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,30,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
80,ASOCIACION DE VECINOS ANTONIO MACHADO,CALLE,BELIANES,18,LOCAL,28043,MADRID,G78952033,15/04/1988,660980385,aa.vv.pinardelrey@gmail.com,,HORTALEZA,PINAR DEL REY,VECINALES,BARRIO,184,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
8,ASOCIACION CULTURAL NUESTRA SEÑORA DE FATIMA,CALLE,CODORNIZ,4,LOCAL,28047,MADRID,G78416393,30/12/1987,628267020,acultufatima@gmail.com,,CARABANCHEL,VISTA ALEGRE,CULTURALES Y CASAS REGIONALES,BARRIO,2200,,
799,ASOCIACION DEPORTIVA ESTRECHO,CALLE,FRANCOS RODRIGUEZ,5,,28039,MADRID,G79481818,22/01/1992,914500000,,,TETUAN,BELLAS VISTAS,DEPORTIVAS,MUNICIPIO,204,,
798,"ASOCIACION VECINAL ""SOLIDARIDAD"" DE CUATRO CAMINOS-TETUAN",CALLE,INFANTA MERCEDES,86,1º C,28020,MADRID,G79695938,24/02/1992,915795760,vecinostetuan@gmail.com,http://avccaminostetuan.blogspot.com.es/,TETUAN,CASTILLEJOS,VECINALES,BARRIO,167,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
796,ASOCIACION CRISTIANOS JOVENES DE USERA - CJU,CALLE,SAN FILIBERTO,9,,28026,MADRID,G79143962,24/03/1993,914696877,virgendelafuensanta@gmail.com,,USERA,MOSCARDO,JUVENILES,BARRIO,65,,
795,ASOCIACION DE MADRES Y PADRES  DE ALUMNOS DEL COLEGIO DE EDUCACION INFANTIL Y PRIMARIA  RAMON GOMEZ DE LA SERNA,CALLE,GODELLA,170,,28021,MADRID,G28882025,18/02/1992,915054053,ampagomezdelaserna@gmail.com,,VILLAVERDE,SAN CRISTOBAL,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,60,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
791,ASOCIACION DE VECINOS CALLE CHILE-CHAMARTIN,CALLE,CHILE,18,1º A,28016,MADRID,G80178270,31/01/1992,603128100,r.menarguez@hotmail.es,,CHAMARTIN,HISPANOAMERICA,VECINALES,BARRIO,20,,
789,ASOCIACION MUJERES NUEVAS AMISTADES,CALLE,SIERRA DE GREDOS,26,PARROQUIA DE SAN TIMOTEO,28031,MADRID,G80181969,08/01/1992,913039983,ac-nuevas-amistades@hotmail.com,,VILLA VALLECAS,CASCO H.VALLECAS,DE MUJERES,BARRIO,155,,
787,ASOCIACION DE PADRES DE ALUMNOS COLEGIO JESUS MARIA,AVENIDA,INSTITUCION LIBRE DE ENSEÑANZA,68,,28037,MADRID,G78777224,18/12/1991,635297384,apajesusmaria@gmail.com,http://www.jesusmariagarcianoblejas.org/index.php/es/apa,CIUDAD LINEAL,PUEBLO NUEVO,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,400,775,FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA
786,CLUB NUESTRA SEÑORA DE ATOCHA,AVENIDA,CIUDAD DE BARCELONA,1,,28007,MADRID,G80345176,31/01/1992,914331057,,,RETIRO,PACIFICO,DE PERSONAS MAYORES. JUBILADAS Y PENSIONISTAS,BARRIO,215,,
785,ASOCIACION CULTURAL AMIGOS DE LA ZARZUELA DE MADRID,CALLE,TELLEZ,15,PTAL. 3. ESC. 6. 6º D,28007,MADRID,G78903663,30/01/1992,914332074,mjfiandor@hotmail.com,,RETIRO,PACIFICO,CULTURALES Y CASAS REGIONALES,MUNICIPIO,31,,
784,ASOCIACION CIUDAD JOVEN,CALLE,AVELINO FERNANDEZ DE LA POZA,55,,28053,MADRID,G78899903,22/01/1992,915076281,gestion@ciudadjoven.org,http://www.ciudadjoven.org	,PUENTE VALLECAS,ENTREVIAS,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,65,,
779,ASOCIACION CULTURAL CORAL IN TERRA PAX,CALLE,MAESTRA JUSTA FREIRE,72,(PARROQUIA NTRA. SRA. DEL AIRE),28044,MADRID,G79992350,31/01/1992,914615113,coralinterrapax@gmail.com,,LATINA,LAS AGUILAS,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,22,,
77,ASOCIACION DE VECINOS VIRGEN DEL CORTIJO,CALLE,OÑA,21,PORTAL 10,28050,MADRID,G78947686,13/04/1988,917661867,asociacion@virgencortijo.org,http://www.virgencortijo.org,HORTALEZA,VALDEFUENTES,VECINALES,BARRIO,505,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
769,ASOCIACION DE MUJERES NOSOTRAS MISMAS - PUENTE DE VALLECAS,CALLE,SIERRA CARBONERA,32,,28053,MADRID,G79425039,28/11/1991,914778662,nmismasvk@hotmail.com,http://www.mujeres.e.telefonica.net,PUENTE VALLECAS,SAN DIEGO,DE MUJERES,MUNICIPIO,80,,
767,ASOCIACION DE VECINOS DE LAS VICTORIAS,CALLE,AZUCENAS,34,,28039,MADRID,G80121957,18/11/1991,913867157,,,TETUAN,VALDEACEDERAS,VECINALES,DISTRITO,25,,
766,CENTRO DEPORTIVO CULTURAL VALLECAS,CALLE,MOHERNANDO,1,,28038,MADRID,G79242939,05/11/1991,625138661,cdvfernando@yahoo.es,http://www.vallecascdv.com	,PUENTE VALLECAS,PORTAZGO,DEPORTIVAS,DISTRITO,481,,
765,ASOCIACION JUVENIL LA PANDILLA,CALLE,PUEBLA DE SANABRIA,18,BJ.,28021,MADRID,G28772226,31/10/1991,917984882,sanfelixmadrid@gmail.com,http://wwww.parroquiasanfelix.es,VILLAVERDE,VILLAVERDE ALTO C.H.,JUVENILES,DISTRITO,120,,
757,ASOCIACION CULTURAL PEÑA RODENSE,CALLE,PAZ,4,1º DCHA,28012,MADRID,G79264701,16/10/1991,647555161,asoperodense@hotmail.com,,CENTRO,SOL,CULTURALES Y CASAS REGIONALES,MUNICIPIO,70,1210,FEDERACION DE COMUNIDADES ORIGINARIAS DE CASTILLA-LA MANCHA EN LA COMUNIDAD DE MADRID
756,ASOCIACION DESARROLLO EDUCACION PERMANENTE ADULTOS TETUAN - ADEPA,CALLE,PINOS ALTA,63,,28029,MADRID,G78559572,03/10/1991,917333837,agballes6666@gmail.com,,TETUAN,VALDEACEDERAS,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,90,,
748,ASOCIACION AYUDA A LA POBLACION NECESITADA - APCIONN,AVENIDA,NUESTRA SEÑORA DE FATIMA,28,LOC. POST.,28047,MADRID,G79926036,11/06/1991,915258082,,,CARABANCHEL,VISTA ALEGRE,OTRAS DE ACCIÓN SOCIAL,MUNICIPIO,38,,
746,ASOCIACION DE PADRES DE ALUMNOS DEL INSTITUTO DE EDUCACION SECUNDARIA  ALAMEDA DE OSUNA,CALLE,ANTONIO SANCHA,,S/N,28042,MADRID,G28844843,04/09/1991,917472122,info@apaiesalamedadeosuna.org,http://www.apaiesalamedadeosuna.org,BARAJAS,ALAMEDA DE OSUNA,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,300,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
744,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO PUBLICO ISABEL LA CATOLICA,CALLE,BARCELO,2,,28004,MADRID,G28886687,15/07/1991,915222463,presidencia.ampa.ilc@gmail.com,http://www.ampaisabellacatolica.com/,CENTRO,JUSTICIA,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,265,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
741,CASA CASTILLA LA MANCHA ZONA CENTRO,CALLE,PAZ,4,1º D,28012,MADRID,G28543379,08/08/1991,915227278,info@casaclmmadrid.org,http://www.casaclmmadrid.org,CENTRO,SOL,CULTURALES Y CASAS REGIONALES,MUNICIPIO,292,1210,FEDERACION DE COMUNIDADES ORIGINARIAS DE CASTILLA-LA MANCHA EN LA COMUNIDAD DE MADRID
741,CASA CASTILLA LA MANCHA ZONA CENTRO,CALLE,PAZ,4,1º D,28012,MADRID,G28543379,08/08/1991,915227278,info@casaclmmadrid.org,http://www.casaclmmadrid.org,CENTRO,SOL,CULTURALES Y CASAS REGIONALES,MUNICIPIO,292,243,FEDERACION DE CASAS REGIONALES EN MADRID
739,ASOCIACION AULA FAMILIAR,CALLE,ALCANTARA,59,6º D,28006,MADRID,G28936938,05/07/1991,914029638,aulafamiliar@aulafamiliar.org,http://www.aulafamiliar.org,SALAMANCA,LISTA,OTRAS DE ACCIÓN SOCIAL,MUNICIPIO,142,,
734,ASOCIACION CULTURAL TALLER DE TEATRO LA BARJA,CALLE,HERMANDAD,3,2º-B,28025,MADRID,G78385119,24/04/1991,696803877,labarjateatro@yahoo.es,,CARABANCHEL,,CULTURALES Y CASAS REGIONALES,DISTRITO,20,320,COORDINADORA ASOCIACIONES CULTURALES DE MADRID - COACUM
732,ASOCIACION DE PADRES DE ALUMNOS INSTITUTO DE EDUCACION SECUNDARIA RAMON Y CAJAL,AVENIDA,MANOTERAS,55,,28050,MADRID,G78760832,13/06/1991,629247633,AMPARAMONYCAJAL@FAPAGINERDELOSRIOS.ORG,,HORTALEZA,VALDEFUENTES,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,120,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
730,ASOCIACION DE PADRES DE ALUMNOS COLEGIO PUBLICO MEJICO,AVENIDA,BADAJOZ,74,,28027,MADRID,G79045498,06/06/1991,640092606,info@ampamejico.org,http://www.ampamejico.org,CIUDAD LINEAL,SAN PASCUAL,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,68,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
728,ASOCIACION DE PADRES DE ALUMNOS COLEGIO RAIMUNDO LULIO,AVENIDA,SAN DIEGO,63,65,28053,MADRID,G80042294,30/05/1991,914781997,aparaimundolulio.madrid@gmail.com,http://www.raimundolulio.org,PUENTE VALLECAS,SAN DIEGO,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,716,775,FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA
726,ASOCIACION DE PADRES DE ALUMNOS DEL COLEGIO PURISIMA CONCEPCION,CALLE,PUEBLA,20,,28004,MADRID,G28698736,28/05/1991,915219758,amalvid@yahoo.es,,CENTRO,UNIVERSIDAD,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,111,775,FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA
724,ASOCIACION LUCHA SALUD MENTAL Y CAMBIOS SOCIALES. ALUSAMEN,CALLE,PEÑA GORBEA,4,,28053,MADRID,G79849899,23/05/1991,914771866,alusamen1990@yahoo.es,http://www.alusamen.org.es,PUENTE VALLECAS,SAN DIEGO,DE SALUD Y APOYO MUTUO,ESTATAL,246,,
721,ESPERANTO LICEO DE MADRID,CALLE,RODRIGUEZ SAN PEDRO,13,3º-7,28015,MADRID,G28726248,22/05/1991,914468079,madrid@esperanto.es,http://www.esperanto.es/mel,CHAMBERI,ARAPILES,CULTURALES Y CASAS REGIONALES,MUNICIPIO,43,,
72,ASOCIACION DE PADRES DE ALUMNOS DEL COLEGIO PUBLICO DOCTOR TOLOSA LATOUR,CALLE,ASTURIANOS,4,,28018,MADRID,G78959145,06/04/1988,620114932,ampatolosalatour@gmail.com,http://www.ampatolosalatour.com,PUENTE VALLECAS,PALOMERAS SURESTE,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,165,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
719,CASA DE VALENCIA DE ALCANTARA EN MADRID,CALLE,BENJAMIN PALENCIA,43,LOCAL 4,28038,MADRID,G79457446,21/05/1991,917784617,,,PUENTE VALLECAS,PORTAZGO,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,145,,
714,CASA DE ANDALUCIA LOS PALACIOS,CALLE,APARTADO DE CORREOS,41046,,28080,MADRID,G79805818,13/05/1991,,cdandalucia.lospalacios@hotmail.es,http://www.casadeandalucialospalacios.com,VILLAVERDE,LOS ANGELES,CULTURALES Y CASAS REGIONALES,DISTRITO,75,243,FEDERACION DE CASAS REGIONALES EN MADRID
714,CASA DE ANDALUCIA LOS PALACIOS,CALLE,APARTADO DE CORREOS,41046,,28080,MADRID,G79805818,13/05/1991,,cdandalucia.lospalacios@hotmail.es,http://www.casadeandalucialospalacios.com,VILLAVERDE,LOS ANGELES,CULTURALES Y CASAS REGIONALES,DISTRITO,75,2637,FEDERACION DE COMUNIDADES ANDALUZAS CENTRO DE ESPAÑA - FECACE
71,ASOCIACION DE VECINOS DE CHAMBERI EL ORGANILLO,CALLE,MELENDEZ VALDES,24,BAJO A,28015,MADRID,G79007035,15/03/1988,914482391,AVVELORGANILLO@GMAIL.COM,http://www.cyberorganillo.org	,CHAMBERI,ARAPILES,VECINALES,DISTRITO,835,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
707,ASOCIACION DE PADRES DE ALUMNOS DEL COLEGIO SAN PEDRO APOSTOL,PLAZA,JUBILADO,4,,28042,MADRID,G81145088,18/04/1991,913055605,csanpedro@planalfa.es,,BARAJAS,CASCO H.BARAJAS,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,32,,
7,ASOCIACION DE VECINOS MORATALAZ ESTE-AVANCE,CALLE,FUENTE CARRANTONA,,S/N,28030,MADRID,G78668373,28/12/1987,917720074,info@avancemoratalaz.es,http://www.avancemoratalaz.es,MORATALAZ,PALACIO,VECINALES,BARRIO,3150,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
699,ASOCIACION CULTURAL PEÑA LOS BUENOS,CALLE,BRUNETE,4,BJ. D,28048,MADRID,,08/04/1991,913761434,,,FUENCARRAL-EL PARDO,EL PARDO,CULTURALES Y CASAS REGIONALES,MUNICIPIO,50,,
692,ASOCIACION DE PADRES DE ALUMNOS COLEGIO PUBLICO AMOS ACERO,CALLE,RODRIGUEZ ESPINOSA,54,,28053,MADRID,G28872083,25/03/1991,677394169,,,PUENTE VALLECAS,PALOMERAS BAJAS,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,30,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
69,ASOCIACION DE VECINOS PALOMA-DEHESA DE LA VILLA,CALLE,AGUILAR DE CAMPOO,13,POST.,28039,MADRID,G79357760,11/03/1988,678039491,avvpalomadehesa@gmail.com,http://www.avpalomadehesa.com,MONCLOA-ARAVACA,VALDEZARZA,VECINALES,COMUNIDAD DE MADRID,2329,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
685,CENTRO ALTATORRE DE PERSONAS SORDAS DE MADRID,CALLE,SAN MARCELO,5,,28017,MADRID,G28746691,18/03/1991,913552957,altatorre52@gmail.com,http://www.altatorre.org	,CIUDAD LINEAL,VENTAS,DE PERSONAS CON DISCAPACIDAD,COMUNIDAD DE MADRID,264,2788,FEDERACION DE PERSONAS SORDAS DE LA COMUNIDAD DE MADRID - FESORCAM
682,ASOCIACION DE PADRES DE ALUMNOS DEL COLEGIO PUBLICO LA GUINDALERA,CALLE,BOSTON,,S/N,28028,MADRID,G79638565,15/03/1991,644061678,ampaguindalera@gmail.com,https://ampacolegioguindalera.wordpress.com/,SALAMANCA,GUINDALERA,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,180,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
680,ASOCIACION DE PADRES DE ALUMNOS COLEGIO PUBLICO FRAY JUNIPERO SERRA,CALLE,ALMONACID,16,BIS,28038,MADRID,G79584082,28/02/1991,616335980,ampafrayju@gmail.com,,PUENTE VALLECAS,NUMANCIA,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,48,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
679,ASOCIACION DE MADRES Y PADRES DE ALUMNOS COLEGIO DIVINO MAESTRO,PASEO,EXTREMADURA,165,,28011,MADRID,G28665297,11/03/1991,914641401,ampadima@gmail.com,http://www.ampadima.org,LATINA,LUCERO,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,350,,
678,ASOCIACION MIXTA DE SEPARADOS DE MADRID,CALLE,SANTA FELICIDAD,26,LOCAL 6,28017,MADRID,G28746535,11/03/1991,913692070,asemadrid@yahoo.es,http://www.asema-madrid.es,CIUDAD LINEAL,VENTAS,OTRAS DE ACCIÓN SOCIAL,MUNICIPIO,34,,
676,ASOCIACION DE VECINOS OSA MAYOR DE ARAVACA,CALLE,OLIVO,33,,28023,MADRID,G79736948,08/03/1991,913071328,asovosamayoraravaca@yahoo.es,,MONCLOA-ARAVACA,ARAVACA,VECINALES,BARRIO,50,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
